cif,a,b,c,alpha,beta,gamma
2239723,9.2647,12.926,22.0729,90.0,90.0,90.0
2239729,14.4204,10.0329,18.4597,90.0,101.423,90.0
2239738,31.9861,5.9668,22.6135,90.0,134.885,90.0
2239739,7.3887,11.1147,11.7274,78.583,85.239,76.342
2239745,6.5982,6.6074,34.4574,90.0,94.809,90.0
2239758,10.9998,17.8613,26.6592,90.0,97.9013,90.0
2239760,12.7332,14.2777,19.003,90.0,90.0,90.0
2239767,7.628,8.34,9.464,103.544,92.555,94.87
2239771,5.422,7.9937,19.267,90.0,90.0,90.0
2239776,7.7213,12.9759,19.22966,90.0,108.32065,90.0
2239783,20.9248,8.7872,21.2833,90.0,92.841,90.0
2239786,7.1347,7.3289,17.2819,90.0,90.0,90.0
2239802,10.1951,7.3545,17.38286,90.0,112.01525,90.0
2239837,6.0391,7.2986,13.4323,98.238,90.123,96.429
2239841,7.4385,9.2255,14.3429,90.0,90.0,90.0
2239844,7.4022,10.939,13.51263,90.0,112.75034,90.0
2239849,8.4086,11.6172,30.0002,90.0,90.0,90.0
2239862,9.292,21.353,10.47,90.0,107.71,90.0
2239866,7.723,11.6834,13.4582,110.128,88.159,96.159
2239870,12.9805,13.2085,16.7175,105.713,103.367,91.051
2239872,9.9006,10.5544,12.448,109.197,100.205,108.94
2239881,10.5345,10.8341,21.8169,97.241,92.12,118.901
2239891,8.2139,11.6117,13.882,90.0,90.0,90.0
2239894,4.8041,10.8564,10.3862,90.0,101.067,90.0
2239896,10.687,15.264,12.242,90.0,102.808,90.0
2239900,5.373,7.575,14.127,104.17,87.73,107.01
2239902,8.4319,16.6411,9.4557,90.0,105.644,90.0
2239903,16.032,12.605,17.259,90.0,99.033,90.0
2239910,4.472,5.353,17.573,90.0,93.71,90.0
2239912,9.2226,14.0333,10.9206,90.0,102.355,90.0
2239916,7.2269,24.655,11.832,90.0,125.07067,90.0
2239920,7.2161,10.5267,11.3442,111.54,90.882,108.76
2239928,7.176,9.9359,10.716,117.528,104.792,91.701
2239937,9.825,9.86591,10.697,88.32536,112.11,119.13473
2239941,6.0785,10.319,14.436,91.57,91.946,99.055
2239943,10.694,11.8612,12.1088,90.52,101.181,102.259
2239954,8.965,19.613,13.66081,90.0,123.65679,90.0
2239955,10.55,11.308,12.874,93.21,104.225,113.323
2239956,19.5872,6.5263,14.7598,90.0,120.846,90.0
2239967,10.2319,10.5228,11.7767,101.088,107.524,114.008
2239974,9.3383,12.338,20.5893,90.0,90.0,90.0
2239982,8.3356,13.6668,21.4683,90.0,90.0,90.0
2239990,6.7292,12.0367,15.12662,90.0,106.78182,90.0
2239995,10.5272,7.223,14.1575,90.0,107.341,90.0
2240002,10.7491,15.7102,24.3648,90.0,90.0,90.0
2240003,11.8746,12.2023,13.776,97.557,110.52,113.866
2240005,11.63,10.9189,12.7371,90.0,92.661,90.0
2240015,13.8611,5.8334,16.9942,90.0,125.998,90.0
2240022,7.1332,13.922,12.19894,90.0,113.56819,90.0
2240023,13.4491,14.9488,16.126,73.387,71.208,77.794
2240025,6.8898,15.208,16.374,90.0,90.0,90.0
2240032,8.7135,10.5321,14.3907,90.0,90.0,90.0
2240034,7.949,10.134,16.444,105.43,95.37,102.17
2240035,8.5205,12.0394,31.4321,90.0,92.982,90.0
2240043,8.7884,11.334,11.897,115.09,97.96,87.98
2240045,7.5041,15.4848,15.5589,71.963,80.731,76.832
2240057,7.207,11.047,13.619,95.3,99.81,99.05
2240062,7.834,8.0455,12.7952,79.492,77.096,86.637
2240065,10.0033,12.9427,16.2699,90.0,102.571,90.0
2240092,10.137,10.2078,11.8238,109.688,100.309,111.42
2240097,12.1518,6.8308,19.9613,90.0,93.005,90.0
2240099,21.2425,5.6341,16.5372,90.0,119.141,90.0
2240101,8.9363,13.237,16.481,90.0,90.0,90.0
2240102,15.9065,5.1411,17.7108,90.0,94.706,90.0
2240110,11.074,11.585,12.898,114.09,106.68,99.2
2240113,11.969,18.725,16.894,90.0,97.233,90.0
2240118,9.1567,10.2951,22.494,90.0,90.0,90.0
2240121,6.111,10.0547,21.497,90.0,90.0,90.0
2240123,11.8983,8.186,19.10126,90.0,111.38236,90.0
2240131,7.1568,12.6416,19.1519,90.0,93.729,90.0
2240132,8.8616,12.9597,28.5426,90.0,90.0,90.0
2240142,9.4578,12.6902,30.513,90.0,96.334,90.0
2240148,7.6233,12.8461,9.4625,90.0,98.155,90.0
2240160,7.9412,15.7078,22.3276,90.0,98.573,90.0
2240162,3.7811,15.5047,18.977,90.0,90.0,90.0
2240172,4.2987,7.0243,27.587,90.0,90.0,90.0
2240183,12.975,25.115,6.452,90.0,90.0,90.0
2240192,8.0688,9.9086,14.4041,75.297,80.604,74.306
2240197,13.797,9.656,14.174,90.0,117.8,90.0
2240198,7.906,11.306,13.504,90.0,90.0,90.0
2240203,9.4738,13.662,15.82454,90.0,118.01251,90.0
2240221,6.7609,7.1223,18.386,90.0,93.399,90.0
2240222,38.0396,4.456,12.944,90.0,104.575,90.0
2240226,4.6205,21.9423,21.1737,90.0,93.263,90.0
2240235,9.579,9.619,18.55,90.0,101.527,90.0
2240236,10.4286,26.529,10.5944,90.0,99.675,90.0
2240237,6.7158,7.9309,15.335,90.0,90.0,90.0
2240238,11.1447,29.694,14.18344,90.0,125.75378,90.0
2240241,6.867,10.121,16.497,90.0,90.0,90.0
2240243,9.6402,13.6386,14.0503,90.0,104.56,90.0
2240246,29.191,7.3291,12.587,90.0,113.074,90.0
2240249,8.1929,8.4811,12.761,84.485,80.007,78.077
2240253,9.8197,10.6503,11.6744,74.245,80.428,66.493
2240260,5.2123,9.5031,41.3363,90.0,90.0,90.0
2240280,8.4467,13.6849,12.608,90.0,102.051,90.0
2240286,18.2073,11.7758,9.995,90.0,93.226,90.0
2240289,8.971,9.3794,25.18521,90.0,101.59629,90.0
2240292,9.942,11.907,18.67357,90.0,111.04471,90.0
2240294,6.0101,7.176,9.8528,90.0,93.19,90.0
2240305,8.21,11.53,14.516,108.67,98.5,100.81
2240319,7.9415,8.5796,12.756,77.08,79.5,67.83
2240322,6.6325,7.0577,14.671,103.536,89.714,105.589
2240330,18.3667,5.7898,21.66795,90.0,121.50567,90.0
2240331,8.8117,10.3903,23.722,90.0,90.0,90.0
2240336,7.9048,8.7521,22.7094,90.0,90.0,90.0
2240337,12.0578,14.5824,22.275,90.0,102.36,90.0
2240338,4.347,13.583,16.411,90.0,90.0,90.0
2240339,8.5805,10.1281,12.5883,79.498,82.93,83.485
2240351,13.784,10.01,16.709,90.0,102.648,90.0
2240352,19.8896,8.8743,15.5361,90.0,104.087,90.0
2240359,5.75,7.8504,10.0884,79.141,84.534,71.774
2240368,6.6198,16.8318,7.9506,90.0,97.141,90.0
2240371,20.5022,9.6402,13.2434,90.0,121.06474,90.0
2240374,9.3283,15.2523,15.6836,90.0,105.016,90.0
2240383,4.6738,10.5132,16.4789,86.522,84.85,79.057
2240387,4.5731,14.326,16.7472,90.0,95.611,90.0
2240390,5.7708,8.0867,19.6929,81.844,86.664,85.662
2240394,5.8665,8.0313,9.0795,104.1407,101.0403,106.3511
2240403,14.686,8.384,23.2763,90.0,120.90651,90.0
2240404,7.597,11.6665,7.6754,90.0,114.2,90.0
2240405,11.7968,14.829,16.1406,90.0,90.0,90.0
2240407,8.5971,12.908,17.6943,90.0,108.0363,90.0
2240408,8.8443,19.7086,20.3099,90.0,90.0,90.0
2240412,7.4491,10.1891,13.4961,90.0,90.0,90.0
2240413,8.0173,24.9,10.2186,90.0,96.738,90.0
2240414,9.5345,19.299,24.2188,90.0,90.0,90.0
2240423,11.4765,17.5504,11.6397,90.0,104.275,90.0
2240424,10.6909,29.3658,15.6179,90.0,130.283,90.0
2240426,17.1008,12.4737,17.907,90.0,111.276,90.0
2240429,8.0891,13.2655,10.8547,90.0,109.087,90.0
2240431,8.5531,8.8379,9.6492,115.166,92.105,113.288
2240434,10.552,11.6936,11.1938,90.0,101.5758,90.0
2240441,11.4678,11.4919,13.3404,71.692,75.572,74.303
2240444,9.2592,10.5339,12.3995,106.94,92.788,112.439
2240452,5.612,17.8088,20.1594,90.0,90.0,90.0
2240453,5.6565,10.3682,15.3358,81.604,80.006,85.34
2240467,13.5669,15.8838,16.4163,90.0,90.0,90.0
2240476,14.6323,15.5868,17.0439,90.0,90.0,90.0
2240478,7.3483,12.2233,13.9847,95.323,90.281,99.802
2240480,7.8097,8.467,15.1586,74.656,75.955,65.042
2240485,6.9547,9.7733,10.1859,117.449,94.978,93.379
2240487,7.5924,21.9212,9.3475,90.0,124.963,90.0
2240499,12.877,5.874,21.988,90.0,99.06,90.0
2240515,5.3145,11.991,19.767,90.0,90.0,90.0
2240522,8.0483,13.8196,14.4283,90.0,101.441,90.0
2240526,11.8679,15.7685,15.3593,90.0,91.8097,90.0
2240528,17.4296,15.3728,8.6359,90.0,90.325,90.0
2240529,13.8194,8.9398,14.7942,90.0,101.675,90.0
2240534,11.1853,11.5046,14.5237,90.855,102.859,118.683
2240536,9.0293,15.2154,16.24444,90.0,121.92953,90.0
2240538,9.841,13.825,16.167,87.307,81.8,70.819
2240540,10.632,17.2695,21.43062,90.0,115.4313,90.0
2240542,6.6148,7.368,22.4243,90.0,90.0,90.0
2240547,28.797,8.3715,15.6207,90.0,104.221,90.0
2240557,13.1654,15.0483,16.2559,66.668,84.654,80.842
2240560,7.8004,8.2439,20.3222,90.0,92.91,90.0
2240569,9.4649,20.693,21.7954,90.0,90.0,90.0
2240576,6.7067,17.525,15.91118,90.0,103.276,90.0
2240583,6.1045,19.8512,12.536,90.0,110.75604,90.0
2240585,7.7564,12.1142,12.9355,90.0,90.0,90.0
2240587,11.98641,15.192,19.0307,90.0,90.0,90.0
2240589,5.3165,10.5098,13.6201,90.0,98.527,90.0
2240590,9.7866,15.3336,14.16628,90.0,131.26822,90.0
2240591,7.355,32.982,12.8849,90.0,90.709,90.0
2240593,7.893,16.8088,20.9962,90.0,97.803,90.0
2240595,9.011,18.6222,11.8355,90.0,106.502,90.0
2240596,7.999,16.532,15.43,90.0,101.36,90.0
2240598,7.9764,12.689,11.943,90.0,109.3,90.0
2240601,8.1882,10.4987,10.9594,104.554,90.983,90.134
2240602,11.2629,13.2117,24.041,90.0,90.0,90.0
2240603,3.85166,23.1757,11.45106,90.0,100.10967,90.0
2240609,8.725,14.945,13.519,90.0,92.858,90.0
2240617,24.3212,4.6512,19.7411,90.0,109.1782,90.0
2240623,11.738,14.4453,19.9515,90.0,90.0,90.0
2240626,6.2648,10.435,20.621,90.0,90.0,90.0
2240628,8.4029,11.358,29.122,90.0,90.0,90.0
2240630,11.3207,11.4044,15.2839,70.567,70.925,62.621
2240636,54.4,4.7465,10.7022,90.0,96.318,90.0
2240638,12.6977,10.2791,13.4924,90.0,114.691,90.0
2240644,14.4143,7.1161,17.0041,90.0,112.956,90.0
2240651,7.3948,10.6386,30.554,90.0,90.0,90.0
2240665,7.0756,12.5125,14.2944,86.267,83.839,84.588
2240667,7.2514,10.6647,11.5619,100.02,104.372,92.59
2240668,12.9058,16.1801,13.4195,90.0,116.721,90.0
2240671,5.5006,13.7638,20.2148,90.0,90.0,90.0
2240675,9.0447,9.3798,23.802,90.0,103.44,90.0
2240682,8.7409,14.474,14.2774,90.0,101.141,90.0
2240685,4.7151,15.4517,14.43033,90.0,105.10423,90.0
2240686,9.1101,20.0087,7.1231,90.0,110.491,90.0
2240687,12.481,12.769,12.576,90.0,115.58,90.0
2240689,5.549,8.7759,19.4428,90.0,92.815,90.0
2240697,7.66,16.912,8.412,90.0,101.137,90.0
2240701,9.1644,6.0277,13.1327,90.0,109.989,90.0
2240705,4.367,12.523,26.252,90.0,90.0,90.0
2240707,17.8214,6.163,32.3569,90.0,103.165,90.0
2240715,5.0615,10.3754,32.519,90.0,90.0,90.0
2240728,8.229,10.181,13.198,84.221,80.036,82.136
2240729,16.9505,4.6517,25.18269,90.0,121.80003,90.0
2240733,8.7195,9.9454,23.389,90.0,90.0,90.0
2240735,5.0863,12.698,13.069,90.0,90.0,90.0
2240736,5.1654,20.483,10.9489,90.0,103.562,90.0
2240738,9.2302,9.85,23.1347,90.0,90.0,90.0
2240747,10.1558,12.1446,33.605,90.0,90.0,90.0
2240751,9.7368,19.7474,11.417,90.0,109.728,90.0
2240752,4.6064,11.7569,13.48636,90.0,103.06726,90.0
2240753,4.8462,8.881,22.342,90.0,90.0,90.0
2240767,6.5661,10.2595,11.349,110.899,88.219,102.762
2240775,10.63,11.015,17.1771,90.0,104.828,90.0
2240776,7.4074,11.552,11.625,89.187,88.236,78.579
2240779,6.356,12.3927,14.2084,96.348,92.846,93.246
2240784,4.4622,8.2664,27.44,90.0,90.0,90.0
2240787,15.0457,5.23947,25.54652,90.0,120.17582,90.0
2240791,6.679,11.679,16.503,90.0,90.0,90.0
2240793,6.7342,7.3762,13.2917,79.386,80.104,68.908
2240794,4.202,14.654,12.245,90.0,92.758,90.0
2240796,7.6057,8.2463,12.8657,73.901,86.059,83.549
2240805,6.2679,17.5289,16.389,90.0,100.331,90.0
2240808,7.1612,12.537,26.906,90.0,91.331,90.0
2240810,9.6472,9.7084,12.2323,90.0,90.0,90.0
2240818,5.348,7.883,20.903,90.0,92.763,90.0
2240828,6.9428,9.5286,9.8927,80.415,81.697,80.927
2240835,5.6956,14.3424,18.9255,90.0,90.263,90.0
2240844,12.4903,8.7207,13.3483,90.0,121.03183,90.0
2240862,8.756,10.811,13.569,90.0,101.122,90.0
2240874,31.5071,5.8582,21.2249,90.0,130.18,90.0
2240876,3.813,14.047,11.54274,90.0,102.34202,90.0
2240878,13.5115,23.1062,13.8677,90.0,100.639,90.0
2240879,7.924,13.056,19.003,90.0,90.0,90.0
2240886,7.0291,10.3313,18.9425,90.0,90.0,90.0
2240891,7.055,7.19,20.038,80.25,79.9,64.08
2240893,6.1354,15.011,16.543,90.0,90.0,90.0
2240895,8.6721,12.1585,32.6152,90.0,90.0,90.0
2240899,12.0434,14.0479,15.274,82.161,72.463,80.094
2240901,8.7451,21.2453,15.4537,90.0,95.631,90.0
2240904,8.4096,10.9626,11.5056,71.241,86.537,86.803
2240906,9.5351,25.531,6.933,90.0,90.0,90.0
2240913,9.3742,4.76845,11.0212,90.0,114.202,90.0
2240925,11.4471,11.2076,19.78588,90.0,123.33405,90.0
2240928,7.5723,8.6376,9.7354,97.539,106.123,105.51
2240930,22.14034,10.4422,14.796,90.0,111.01562,90.0
2240931,6.5625,8.4574,13.8553,101.253,100.626,88.864
2240942,8.1079,8.8699,9.1714,101.136,97.799,98.783
2240945,14.3279,11.2539,16.2967,90.0,94.546,90.0
2240946,20.5444,7.6446,21.676,90.0,95.065,90.0
2240949,8.0279,10.0676,40.9129,90.0,90.0,90.0
2240952,7.641,8.04,14.917,83.91,79.86,81.49
2240953,9.123,20.037,10.32777,90.0,91.92917,90.0
2240957,7.43,24.095,10.50513,90.0,133.72943,90.0
2240959,27.58818,8.3853,13.4748,90.0,115.2038,90.0
2240961,10.2867,17.0328,26.8808,90.0,90.0,90.0
2240963,27.9186,17.2843,10.757,90.0,98.204,90.0
2240964,7.8161,8.3179,21.6998,97.773,99.672,95.329
2240965,12.1888,14.0714,21.3543,90.0,90.0,90.0
2240973,10.14078,9.10361,17.5991,90.0,100.1847,90.0
2240976,12.7019,9.6216,19.50157,90.0,126.9243,90.0
2240978,4.9939,9.0434,23.3536,90.0,90.0,90.0
2240981,8.808,9.5032,16.9321,84.237,81.674,85.652
2240987,11.1983,14.6094,16.3263,90.0,92.622,90.0
2240993,8.5434,8.7477,11.053,86.1868,83.3739,73.8746
2240994,6.5427,8.8682,9.823,90.0,90.0,90.0
2241000,8.678,13.743,18.999,94.913,90.583,91.316
2241006,6.6238,13.2232,21.481,90.0,97.1674,90.0
2241007,9.8816,11.9237,12.0616,80.804,68.422,70.735
2241011,24.078,8.5585,26.6841,90.0,113.514,90.0
2241013,8.8213,12.3364,12.7697,108.992,93.9,92.457
2241016,12.1786,10.2422,12.6306,90.0,113.082,90.0
2241018,9.5856,11.2767,13.1782,104.907,108.235,91.581
2241025,7.248,20.332,23.1735,90.0,90.0,90.0
2241032,10.1508,6.1095,16.983,90.0,100.485,90.0
2241033,10.4751,6.1525,15.0461,90.0,107.581,90.0
2241036,9.101,9.583,17.007,81.73,75.8,74.9
2241042,9.083,11.201,11.846,117.75,90.49,104.08
2241043,10.57,14.543,13.94,90.0,105.571,90.0
2241047,31.0939,12.2704,11.8851,90.0,110.174,90.0
2241053,5.9745,8.6636,14.3039,105.269,88.146,109.666
2241062,11.7507,8.9026,17.05,90.0,90.194,90.0
2241065,27.075,3.9284,26.359,90.0,95.287,90.0
2241070,8.9423,24.058,10.3749,90.0,103.656,90.0
2241082,5.3161,15.388,17.293,90.0,97.44,90.0
2241083,13.9311,7.4605,21.59538,90.0,118.37561,90.0
2241090,5.43124,7.2727,10.1342,69.12,83.907,78.381
2241092,10.5581,14.7406,17.12838,90.0,116.47108,90.0
2241096,15.5921,6.2267,16.0591,90.0,100.895,90.0
2241099,9.759,6.8952,9.798,90.0,114.348,90.0
2241101,27.373,12.7232,12.0881,90.0,102.827,90.0
2241115,6.653,14.3098,14.5822,118.529,88.474,100.862
2241117,5.4012,8.2178,10.2713,90.0,94.534,90.0
2241122,12.7594,13.3481,16.4331,90.0,98.349,90.0
2241126,6.5702,10.8637,14.4964,90.0,90.0,90.0
2241127,17.0581,14.166,10.3215,90.0,101.084,90.0
2241129,6.8598,12.0672,11.2449,90.0,105.121,90.0
2241133,9.0505,10.1845,14.571,99.541,90.315,92.191
2241134,8.9642,17.6283,26.976,90.0,90.0,90.0
2241136,9.8539,9.8671,18.1633,90.0,100.578,90.0
2241139,8.1411,7.308,18.984,90.0,98.177,90.0
2241142,7.1675,11.2654,18.144,90.0,90.0,90.0
2241148,9.6195,9.9759,19.09691,90.0,115.48862,90.0
2241157,7.9672,8.3129,13.6069,89.607,98.114,95.531
2241164,5.923,14.493,26.223,90.0,90.0,90.0
2241166,5.7578,18.0559,23.3716,105.587,93.7408,92.6002
2241169,16.3416,7.8574,19.8321,90.0,106.815,90.0
2241171,7.908,10.224,19.631,85.46,81.8,74.96
2241172,9.0985,13.4178,12.0881,90.0,111.63,90.0
2241176,8.9791,10.308,15.7653,88.679,83.263,87.408
2241178,6.6591,12.699,26.498,90.0,90.0,90.0
2241179,6.3317,8.0269,23.933,90.0,90.0,90.0
2241194,3.8273,14.678,15.61121,90.0,97.97867,90.0
2241198,9.702,10.1456,11.2064,96.528,95.982,112.11
2241199,7.5924,14.7715,11.465,90.0,96.397,90.0
2241201,10.5973,11.9431,24.457,90.0,93.331,90.0
2241211,8.5509,8.6327,20.057,90.0,90.0,90.0
2241215,10.1905,13.796,16.1305,90.0,90.0,90.0
2241219,6.027,19.926,15.415,90.0,90.366,90.0
2241221,10.6042,14.6447,27.7906,90.0,98.31,90.0
2241226,7.832,18.398,11.11789,90.0,131.80609,90.0
2241230,9.7381,20.5072,13.54686,90.0,121.66178,90.0
2241233,7.0974,8.0898,26.9429,90.0,90.0,90.0
2241235,16.0414,5.5023,17.2986,90.0,105.564,90.0
2241236,8.427,8.436,18.682,90.0,90.0,90.0
2241243,7.779,12.747,19.2106,90.0,108.82154,90.0
2241244,8.0112,7.7011,14.742,90.0,90.982,90.0
2241245,12.2171,5.0741,15.7078,90.0,98.82,90.0
2241247,8.9,13.143,20.778,84.92,85.37,83.7
2241249,9.5596,9.8733,11.5606,90.0,98.122,90.0
2241254,5.1733,11.3751,11.7808,86.904,85.106,77.936
2241256,7.176,21.373,17.032,90.0,110.32,90.0
2241262,6.4341,20.28,11.0377,90.0,105.248,90.0
2241265,19.1141,16.7537,11.0053,90.0,98.803,90.0
2241271,11.9496,13.6692,14.3909,107.982,110.949,89.558
2241275,4.7818,16.26,21.97462,90.0,96.56702,90.0
2241289,7.358,10.447,15.744,77.61,78.927,69.938
2241302,6.273,8.313,10.49,83.833,74.405,81.652
2241303,9.4815,11.3851,18.0358,90.0,104.56,90.0
2241304,7.3606,8.8342,11.3134,109.736,95.38,96.502
2241307,4.7884,14.4285,18.8585,90.0,90.0,90.0
2241308,7.1304,19.9082,8.586,90.0,100.262,90.0
2241313,7.7366,7.948,12.6539,90.0655,100.3204,104.0633
2241314,7.9664,9.2804,10.9045,104.612,95.886,91.102
2241326,14.789,17.5387,19.0163,90.0,112.577,90.0
2241329,15.365,27.963,7.0816,90.0,93.59,90.0
2241330,7.7414,26.0018,11.1004,90.0,103.265,90.0
2241336,10.3613,12.3817,16.5366,111.273,107.906,89.892
2241344,4.8937,21.5757,6.478,90.0,105.856,90.0
2241352,6.5215,10.0202,23.366,90.0,90.0,90.0
2241354,9.9283,11.5343,18.4694,99.8886,94.9582,98.4315
2241376,12.443,15.194,17.856,107.099,90.376,96.899
2241382,7.0367,9.5792,23.5604,90.0,90.0,90.0
2241383,12.0169,10.7218,15.5111,90.0,91.449,90.0
2241389,9.665,33.8756,11.1543,90.0,93.759,90.0
2241393,7.2792,37.7252,11.3443,90.0,94.701,90.0
2241396,13.5332,14.9825,22.7179,90.0,106.2048,90.0
2241397,10.1105,10.7469,11.9839,115.897,84.272,104.174
2241398,21.9524,6.2511,24.1521,90.0,106.3069,90.0
2241399,5.4044,11.2306,11.7966,80.1,84.912,76.732
2241409,20.3669,14.8837,7.2154,90.0,104.372,90.0
2241418,12.289,12.317,14.44,90.0,90.0,90.0
2241419,7.7489,10.997,27.852,90.0,90.0,90.0
2241422,7.3102,14.8766,29.903,90.0,90.0,90.0
2241428,12.9891,14.6408,16.819,90.0,90.0,90.0
2241443,10.9173,5.8011,24.98638,90.0,112.70586,90.0
2241445,6.8468,12.2202,13.8369,90.0,90.0,90.0
2241447,13.6039,7.8019,22.087,90.0,103.764,90.0
2241455,10.3463,14.5322,18.1637,90.0,90.0,90.0
2241458,7.0798,15.0376,7.9329,90.0,110.8803,90.0
2241463,10.2147,12.4754,13.6183,90.0,90.0,90.0
2241467,9.6676,10.5639,12.7949,90.0,90.0,90.0
2241472,7.1397,10.0128,20.0431,90.0,90.0,90.0
2241475,10.2826,16.2448,14.9849,90.0,111.674,90.0
2241480,11.3802,13.3524,27.4261,90.0,90.0,90.0
2241483,5.8341,10.4902,16.613,90.0,97.074,90.0
2241488,8.3245,22.536,13.258,90.0,108.092,90.0
2241489,10.4894,10.7917,11.955,103.425,94.323,115.677
2241491,8.2924,19.872,20.304,90.0,90.0,90.0
2241492,13.7674,8.9849,21.16893,90.0,115.10046,90.0
2241493,7.1033,12.0526,8.10064,90.0,122.16769,90.0
2241494,9.909,10.2373,13.8402,90.0,101.0,90.0
2241498,13.348,17.136,15.73709,90.0,120.8772,90.0
2241500,13.9017,13.9542,16.9827,110.351,114.022,83.585
2241509,11.1328,13.0756,19.0866,90.0,103.738,90.0
2241528,5.0436,18.4232,16.0796,90.0,95.878,90.0
2241530,9.0152,13.6579,15.48685,90.0,112.50623,90.0
2241531,9.2372,14.5027,16.55272,90.0,119.28006,90.0
2241538,31.083,12.0766,14.7678,90.0,109.446,90.0
2241542,5.99,9.9169,24.3238,90.0,96.072,90.0
2241545,10.0235,11.1997,19.86902,90.0,109.31627,90.0
2241553,28.58,4.0632,14.4806,90.0,115.1,90.0
2241555,8.5519,18.9335,8.9165,90.0,110.203,90.0
2241559,5.9093,7.6258,12.657,87.802,78.329,87.427
2241563,19.49567,5.5847,14.8821,90.0,121.40468,90.0
2241575,10.8861,11.4899,11.9171,83.83,65.253,86.397
2241580,8.117,29.2717,11.29654,90.0,124.19027,90.0
2241600,19.9014,8.7044,27.1181,90.0,90.753,90.0
2241602,6.2297,7.4571,14.1402,90.0,90.0,90.0
2241606,10.612,10.8219,21.7591,90.0,90.0,90.0
2241608,12.9646,10.8636,15.6297,90.0,111.596,90.0
2241613,4.7613,10.8925,15.054,107.263,94.06,94.549
2241614,10.7061,12.2157,14.6159,65.52,79.6,82.417
2241615,14.66,16.5415,17.0026,90.0,90.0,90.0
2241622,17.1911,14.9027,18.4492,90.0,114.2547,90.0
2241625,7.5315,15.564,17.3901,90.0,90.0,90.0
2241631,10.947,12.999,12.44,90.0,101.833,90.0
2241632,8.5361,8.6272,8.8576,77.761,72.307,60.985
2241639,13.7954,15.5594,18.2226,90.0,90.0,90.0
2241650,9.698,8.8127,10.133,90.0,92.248,90.0
2241652,8.2451,9.2049,25.4468,90.0,90.0,90.0
2241653,12.4525,5.736,12.5896,90.0,116.081,90.0
2241664,10.0598,8.4646,24.6345,90.0,100.851,90.0
2241665,33.93746,8.53737,26.0667,90.0,128.12591,90.0
2241671,8.2102,9.9513,8.748,90.0,108.142,90.0
2241675,7.4184,28.534,11.094,90.0,109.143,90.0
2241677,8.8839,10.591,12.7,96.75,108.93,99.15
2241681,10.309,10.391,10.566,69.598,75.79,61.445
2241683,11.5415,15.2747,19.9663,88.425,104.106,110.35
2241690,13.883,6.7448,21.1568,90.0,117.93037,90.0
2241695,11.8318,12.0638,12.3169,98.26,114.283,101.418
2241697,7.4178,11.2436,16.116,90.0,93.148,90.0
2241703,11.6801,8.1098,22.6345,90.0,98.736,90.0
2241710,5.51,14.809,10.824,90.0,100.757,90.0
2241711,8.356,13.7347,13.57258,90.0,123.89993,90.0
2241715,5.293,19.1926,36.3044,90.0,90.0,90.0
2241720,8.4332,20.1895,21.0104,102.338,100.996,98.412
2241728,8.9195,10.1128,13.6254,90.0,103.481,90.0
2241735,10.2566,16.5665,11.512,90.0,115.86,90.0
2241744,10.6849,7.454,13.3961,90.0,93.482,90.0
2241745,18.9274,8.2441,14.8654,90.0,124.165,90.0
2241748,6.2129,10.4408,10.5052,90.0,90.0,90.0
2241751,4.1615,14.7498,20.3168,90.0,90.0,90.0
2241765,11.1896,12.454,14.03961,90.0,121.63292,90.0
2241775,7.4386,14.3334,16.5398,110.32,91.282,101.865
2241780,7.2326,14.094,14.3442,90.0,90.0,90.0
2241781,7.2528,7.6249,13.0649,91.41,105.924,94.647
2241783,12.3075,13.9332,18.6716,90.0,90.0,90.0
2241787,14.241,8.7129,16.393,90.0,102.56,90.0
2241790,7.8919,10.5898,12.98169,90.0,114.41642,90.0
2241791,8.1042,10.6002,13.0244,90.0,114.13534,90.0
2241792,9.276,10.998,25.661,90.0,90.0,90.0
2241794,6.997,8.069,11.7001,90.0,90.0,90.0
2241798,8.568,10.0475,11.6778,90.0,103.272,90.0
2241803,37.0163,7.1187,18.1861,90.0,108.4436,90.0
2241805,9.3266,6.2369,24.001,90.0,99.621,90.0
2241807,19.2539,13.1442,20.7913,90.0,97.327,90.0
2241811,9.0254,11.4601,12.3621,90.0,90.0,90.0
2241812,6.2286,9.6655,29.1778,90.0,90.0,90.0
2241815,13.4537,7.0799,16.6854,90.0,96.236,90.0
2241825,6.3726,14.2549,18.2817,90.0,90.0,90.0
2241834,7.4916,8.5915,15.0343,86.363,104.106,105.61
2241842,7.16,8.777,14.977,90.0,97.9,90.0
2241853,8.3925,14.0939,15.8448,90.0,90.0,90.0
2241856,5.6138,9.018,16.514,80.533,87.519,83.353
2241857,9.5856,11.614,13.6795,78.043,77.868,82.358
2241860,12.17737,17.2876,17.8916,110.9544,96.276,103.5159
2241861,7.0242,6.2316,17.1574,90.0,91.473,90.0
2241862,8.1798,15.8675,27.775,90.0,90.0,90.0
2241864,6.699,11.0786,18.9529,90.0,90.0,90.0
2241875,7.592,10.547,17.317,90.0,90.0,90.0
2241883,7.5136,10.197,18.6174,90.0,90.0,90.0
2241890,7.1934,9.0947,31.0133,90.0,90.0,90.0
2241891,6.371,10.439,12.816,90.0,90.0,90.0
2241894,23.9836,7.3271,22.6809,90.0,94.4257,90.0
2241896,10.728,9.7793,23.52352,90.0,107.80211,90.0
2241904,13.9545,6.7004,19.5031,90.0,96.424,90.0
