cif,a,b,c,alpha,beta,gamma
2008003,13.3514,7.5776,6.3581,92.4282,91.4299,87.7702
4000419,23.0837,11.0197,7.5228,93.6988,93.6987,92.389
4082037,13.8775,9.7952,8.9626,95.1776,95.6792,93.7551
2008322,10.4787,9.269,8.0046,93.8772,95.5389,91.448
2008889,14.0827,11.288,8.4499,92.6831,93.2021,92.4653
4069349,11.614,10.9709,10.5188,89.3971,88.3992,87.4023
2000344,11.3674,9.6609,8.477,93.3402,94.868,90.7229
2005146,12.0967,9.2224,8.4783,93.766,94.5718,93.1295
4068117,14.5206,10.4409,7.0259,93.9204,92.7267,91.112
1541688,9.8832,8.8747,7.7214,92.428,93.2524,90.8186
4318831,18.294,16.0879,7.9658,92.1244,92.3473,91.5705
4312249,16.0883,11.7123,10.7059,103.9552,97.9378,89.6376
4331072,24.4841,13.7998,9.8499,92.9115,93.3814,93.6023
2014527,16.8308,13.1563,9.9278,98.3818,97.9549,90.6994
7153245,12.1825,10.6505,7.56,92.9695,90.6487,93.5831
2201678,16.5016,12.2112,11.1471,93.9141,96.9699,91.662
4320476,20.1681,16.4285,10.4516,92.2168,92.8778,96.7295
1504983,11.9174,10.7006,9.5269,89.3761,89.1075,87.3541
4335459,15.1938,11.2212,9.5319,92.7366,94.8779,94.3912
4344806,9.1287,8.786,6.5489,98.5696,95.1683,95.7538
4503406,27.9211,13.4773,9.5655,98.2996,92.8298,91.5722
4504945,14.8732,11.0442,5.8924,92.3533,89.4477,92.0293
2207155,20.5505,18.0601,10.5536,91.4189,91.279,94.0917
1513823,17.6928,13.1288,10.9473,92.5767,95.9276,94.0733
4302605,17.4471,12.6684,10.5663,90.4447,93.1951,90.5331
7154039,14.5305,8.33,7.024,93.2226,91.9013,89.0447
4076589,15.2011,11.4139,7.8908,93.907,92.9198,92.3447
2004632,9.4568,8.4039,7.8851,99.4726,100.0632,100.4038
7213130,11.5101,9.8325,8.3071,92.7825,93.7373,91.1581
7223475,12.8639,10.7153,10.1715,99.3763,90.964,91.842
2228768,11.2958,10.0553,8.3497,93.4427,92.8002,93.7926
4320666,11.2449,10.3405,6.0187,92.2968,90.3837,90.355
2012499,14.6679,8.7644,6.0798,93.9898,92.5036,89.1617
4329845,13.6485,10.0172,6.9729,93.5982,93.4411,91.2042
7220287,13.4091,8.4249,7.8984,98.5932,95.6479,90.1536
4060588,10.7614,7.763,7.0467,93.4065,93.8647,92.8537
4022345,10.5,8.9777,7.7873,95.7324,97.9087,95.1809
4339486,18.7251,10.5132,6.9188,96.4224,93.1166,92.1273
4023830,11.6334,10.2619,8.3439,93.9522,95.8719,100.0595
4106738,13.5355,8.0365,6.0978,92.8482,92.2878,88.0465
4317492,18.272,14.5627,12.7649,93.3948,94.2941,89.6764
4022029,25.2387,13.87,10.2905,96.0873,94.1694,90.9124
4111319,22.9163,16.6538,9.0984,92.1574,92.2064,93.8205
4071801,19.6425,15.4738,12.5841,97.8425,94.4216,89.6037
4077738,12.6468,8.4696,7.8368,91.8611,92.9921,89.0832
4027623,12.8933,11.0411,7.197,93.9867,91.1545,92.6119
4082968,20.2896,10.1216,9.0891,94.134,92.5357,90.9505
2219013,12.1519,8.4781,6.8667,93.1156,94.2881,90.59
4063687,14.6954,12.0479,10.4595,94.5954,95.7389,90.9493
4081901,16.6276,10.8433,9.72,93.6682,95.1542,91.3368
2230441,13.3698,8.8311,7.2776,92.6126,92.6252,90.5617
1501962,14.8631,12.2056,9.2736,96.7099,97.8586,89.9952
4069336,12.8548,11.4201,8.1377,94.0406,92.5592,90.5947
4302523,20.7999,12.9215,6.441,90.3692,85.8251,89.6167
1512286,12.1058,10.5303,6.2451,92.4061,89.4805,90.3158
2205601,21.0079,11.8383,7.2334,93.6084,89.7337,91.0776
2209736,24.1437,8.966,7.4705,96.4295,88.9083,85.8324
2237726,21.3308,8.6684,6.6733,96.8021,89.8453,87.3155
4023844,18.8648,16.6568,6.1489,91.7296,89.8672,94.1209
4502844,17.6728,10.5375,8.7247,93.3825,94.4739,92.1203
4022708,23.1187,15.7408,8.1092,91.5385,90.0736,92.6202
4074220,19.6373,17.0006,10.2403,92.9028,93.3507,91.7299
4301347,15.336,11.2819,9.4295,96.0042,97.3393,91.7197
2207499,22.0808,9.0887,8.1577,95.2584,92.5867,92.1422
4506627,9.5519,8.1458,7.1434,92.6845,93.5478,92.0052
2003737,17.7467,10.9804,9.973,96.0776,93.9646,92.1753
2218519,12.9424,10.3493,7.0195,93.6247,91.0558,91.6089
2237544,11.7525,8.5944,6.809,93.9501,95.0787,91.5569
2007240,16.2285,7.6967,4.9887,97.8869,97.1337,91.3018
1507904,13.784,9.942,8.4488,91.8136,92.5432,91.23
2012002,11.8108,8.551,6.5123,93.2182,93.4602,89.804
4070623,19.5621,15.8239,9.9583,94.012,94.3291,91.7861
2240031,12.8616,11.2037,6.5555,92.3139,89.9049,94.1679
4001246,26.6725,7.3172,6.3289,91.9704,89.4895,85.8319
1507869,18.2087,16.2789,11.2593,92.1685,94.8912,101.4019
4328650,16.1141,13.9256,11.942,89.5053,91.3789,93.9839
4078958,14.277,12.3326,10.6244,93.6615,95.7049,92.7887
2020546,12.5631,9.8767,7.4436,92.6935,91.8012,91.5733
4074268,11.7664,10.5404,9.5336,88.4883,88.6767,88.5384
4332403,16.578,10.7364,9.3679,93.7735,93.4579,91.1623
2204231,23.6391,13.3692,9.7198,94.748,92.941,93.0739
2001996,29.9507,9.465,8.9824,90.6616,87.4035,82.6439
2235831,12.9203,10.432,6.823,92.7005,91.2887,92.4471
7152413,10.4271,8.8832,7.3095,92.9758,93.3741,92.5196
7116404,12.8037,9.6275,7.6269,92.7534,92.7433,90.1095
2213726,18.1342,13.8462,10.4582,91.1449,93.6463,99.8121
2208268,22.8704,15.3459,12.7341,95.9255,96.7485,94.1523
4307944,18.7294,13.826,11.865,91.0119,93.2772,90.2476
4021023,18.2084,15.0143,9.2855,93.2645,92.9955,94.3432
4075601,13.717,11.9043,8.8538,91.3377,91.4627,92.9118
4322988,15.1438,12.3312,8.0672,95.6137,94.1601,90.3573
4024905,11.9607,9.1525,7.1934,92.8001,93.2517,92.2672
7020245,14.5966,13.377,13.0817,92.271,89.1606,98.3459
7150050,16.3322,7.7114,4.9947,97.9415,97.0565,91.1916
4342363,10.7191,9.868,5.8167,92.9343,93.6223,89.5287
2233707,13.1269,11.2194,4.2263,80.5077,83.5346,90.8419
1542672,16.7681,9.6836,8.6328,93.9441,92.5352,90.1277
2217893,19.9874,18.249,10.8405,90.9066,91.1527,94.1246
4334853,15.0444,10.6801,9.9107,94.8183,94.1557,92.0383
2203879,11.7706,9.1884,7.5138,91.6948,92.8557,89.5569
7109913,11.4375,9.6174,6.3064,93.804,92.9142,94.7375
2239161,18.8852,7.763,7.0719,91.4887,94.7105,100.2713
4331800,13.5869,12.026,11.0538,92.4279,93.8939,91.7297
4102642,16.0307,13.9025,11.9156,90.0284,92.324,91.7279
4105008,19.1959,9.9199,8.3521,95.2453,93.2866,91.2967
4105704,15.36,11.2244,8.5455,100.1625,95.3608,90.4039
4029183,17.5456,10.9044,9.775,92.2496,93.2026,93.0823
4100799,21.5592,13.1035,9.7724,92.6464,92.6084,91.5894
1100165,16.3997,12.0181,7.679,93.6125,91.8218,92.0125
1503533,13.7231,10.5688,8.996,92.5655,94.3291,91.6728
2231763,24.3081,8.1315,6.6649,92.8445,95.7647,96.9703
4085538,18.276,12.6543,10.3984,91.171,92.7274,98.9012
4084692,11.89,9.7209,8.1516,92.9253,92.8065,92.014
4320094,11.4716,9.9414,7.8588,93.2647,92.5165,95.4985
7213276,28.6637,11.3692,9.0252,92.9615,89.9029,91.6246
4509268,11.4087,9.1226,6.7886,93.4253,93.2124,93.1058
2231944,13.1058,11.6027,7.3645,94.7473,91.6368,92.9619
4085986,19.5061,16.5534,9.3652,91.6657,91.7563,91.59
7200207,11.7726,9.5458,8.3202,92.4967,92.779,91.5867
7151614,11.7021,9.7517,7.7332,92.5127,92.26,92.3416
4315986,15.5729,13.8423,9.0109,90.7376,92.4552,96.5273
4000135,19.2824,13.6149,10.454,92.2758,94.4449,92.3296
4085004,16.5415,9.4375,8.5704,95.388,94.9537,90.6005
2018204,11.3162,9.2539,6.709,93.6376,93.54,93.6238
7154005,12.6954,10.5122,5.2669,89.8943,88.5956,93.0954
1515402,27.7682,9.1569,8.3229,94.0063,88.0297,87.1549
4501731,13.1485,10.9444,5.6909,91.6502,91.0574,92.0742
1544659,17.836,15.8595,7.7685,93.2775,93.2692,89.0098
2003312,14.2583,12.6504,11.3067,95.0513,95.9913,90.2121
4001010,15.3849,13.2117,9.4043,93.6252,94.0937,97.2089
4100732,19.8416,17.3584,10.141,92.6893,93.4511,92.2387
2230767,16.6669,13.0854,7.0147,94.3191,91.2438,96.955
4075935,17.3348,15.4841,14.6094,95.0451,94.6227,90.7845
2102303,8.6738,6.355,4.519,96.5271,96.6068,94.2694
4077254,17.4577,15.0408,11.5252,89.774,92.1246,98.1618
4343210,21.1341,13.1107,8.9306,93.8942,93.0524,94.8229
4081463,12.3908,9.2087,7.9815,91.6673,91.167,90.2586
4065927,12.6792,11.3888,10.491,90.2526,90.884,89.3497
4500941,27.5441,12.8537,7.2981,94.0492,85.118,92.6516
4084074,19.6187,16.416,10.3665,92.9151,94.1948,92.0059
2001379,15.5916,11.4767,10.3435,94.6609,95.3996,91.4702
2008943,12.5711,6.1836,4.6915,94.8393,89.9034,88.4993
2242014,18.3361,12.203,9.0887,96.1419,96.3645,93.4427
4068623,14.2507,9.4721,7.758,93.7144,93.3347,91.8508
4322077,19.982,14.4298,11.8621,91.5606,94.7448,90.7255
4030655,13.737,7.9905,6.9781,93.0375,92.1831,87.3737
4070112,14.7082,12.6566,9.8935,94.5213,95.4057,97.115
4069722,13.5579,9.7453,9.1117,97.5107,97.3191,94.128
2008658,20.356,19.203,9.9217,93.7372,91.6207,90.7655
2221663,11.3562,9.7709,4.9652,95.0768,95.3881,95.9412
4023257,12.1686,11.5415,11.0084,90.4576,86.9279,89.1786
4109496,20.1671,12.5632,10.7904,90.3052,93.4703,92.5173
2214180,18.9352,9.7332,6.3047,92.1068,89.5331,91.0068
4117824,20.4776,12.916,11.8999,96.2887,94.2656,90.5183
4341073,16.3619,13.5841,11.3984,89.7619,93.2293,92.6517
2010700,12.2855,10.1849,5.3866,91.6212,91.2343,93.7625
4505926,19.6589,12.5154,7.5875,93.044,90.1421,92.0481
4073796,18.0298,15.8008,12.1058,93.6415,95.3822,90.4206
4068535,13.021,12.3297,12.3181,88.3533,88.2003,86.7995
2007797,10.5426,8.1023,7.2306,93.5687,94.1402,92.7239
2212728,21.7318,15.6812,8.0463,92.9246,90.0877,92.7141
7115112,10.8979,8.7635,6.9013,93.2526,94.2395,93.2816
4075389,16.7728,14.6747,13.901,91.0099,92.3431,91.1932
4063434,14.0664,12.6053,9.1381,91.3839,91.9703,94.1064
2239443,13.5542,9.6927,7.8236,93.739,93.0871,92.1423
4070473,17.4514,13.2401,7.1992,93.1384,90.1036,93.4191
4341235,15.0233,14.045,13.2417,93.8306,93.7165,95.7197
4323559,16.2122,9.6058,6.503,93.3286,93.501,95.0716
2207725,9.7399,6.4606,4.3514,98.2958,97.7678,95.3447
4326390,18.361,16.1934,10.2599,89.7398,91.3347,100.9616
4067953,16.3191,13.1612,9.8819,93.8027,96.9081,91.8962
2239306,10.3673,7.0465,5.5694,94.2234,95.423,92.6363
1541989,14.3736,10.1807,8.7914,103.317,93.1602,92.0326
4509981,19.5332,14.1798,12.3062,90.3715,93.3827,89.9826
4026995,11.2365,9.8681,8.0412,91.8755,91.6836,91.193
4110809,12.9798,11.0354,9.7349,97.4442,99.8451,99.7442
4324986,10.8842,10.4144,9.4604,89.1973,88.9191,88.7061
1513373,26.1143,6.8812,6.0809,93.1116,90.3224,85.1933
4078486,19.3751,17.0117,10.7779,93.0726,93.3001,90.6217
1502220,12.7172,10.6123,7.9743,92.5179,90.6447,92.4006
4067175,16.8196,13.4917,9.0622,94.6349,95.9453,91.114
1519975,6.9258,5.9923,4.4503,99.9382,99.1213,99.809
4318652,12.2162,10.1185,6.7905,92.8435,90.4669,90.1031
2200915,22.4404,7.58,6.1848,93.8576,89.7551,90.5173
4321850,14.256,12.9291,12.1298,91.4177,93.0965,90.7467
4026560,25.5115,8.381,6.7846,98.4007,90.7433,87.3202
2007797,10.566,8.1329,7.2377,93.7821,94.389,92.9909
2013832,11.0309,8.3711,7.0268,93.6362,94.5148,93.6973
7150039,12.4884,8.6732,7.8888,91.3829,92.1396,89.911
2235339,10.0537,7.7228,4.5322,95.7578,98.1688,95.2708
4503883,24.5128,22.1993,8.4144,91.0099,87.2958,90.9561
4077239,19.6342,17.0057,10.2246,90.9463,92.2354,96.7124
1513940,12.0778,9.3172,8.5931,93.4109,94.151,92.5619
4026769,21.5291,11.1268,4.4883,94.8293,84.7879,92.3455
4067984,14.9108,12.7267,12.1271,93.7833,94.123,93.9335
2006143,26.9858,7.8145,6.0332,93.049,82.3019,87.0646
7050362,12.3812,7.738,6.8199,93.1608,92.444,89.0748
2234655,21.8865,10.706,7.4394,95.1366,91.7746,90.3938
4000303,13.2865,11.5187,10.579,89.7106,90.7706,88.7374
2206661,18.0536,12.3258,9.0189,92.7864,93.9677,100.5667
2014819,15.2006,13.3211,9.3188,92.3296,93.4732,93.2842
4310872,12.7302,11.0017,8.9451,91.9838,91.6052,90.6175
2201097,13.3033,9.7676,7.9809,94.0591,93.6306,91.2263
4026371,23.1418,10.4246,8.2057,93.2256,91.5348,99.314
2201072,12.2458,8.5443,7.8755,92.3665,93.4089,89.9754
4116206,10.8988,8.302,7.3897,92.9299,93.4715,92.4883
2205022,9.5953,8.0043,5.7705,95.362,94.8439,93.1906
2006044,21.5409,10.2217,6.9474,95.0462,93.836,92.8113
4060694,12.51,11.3779,10.2532,91.2588,92.0277,92.5603
4117787,16.8599,12.9238,8.9033,92.5658,91.4121,104.8155
1515191,17.8353,14.9354,10.3264,94.6695,95.654,90.7578
4075266,14.9104,13.0492,10.04,99.819,99.9855,88.4814
2300509,20.9733,7.7414,5.0074,98.8016,86.9741,85.3765
4330327,11.991,9.9855,7.0579,92.0019,90.6979,93.5194
4327106,15.6119,11.973,7.025,93.4966,92.1876,103.4336
2209579,24.5308,10.4725,8.9266,92.4588,89.0659,90.3697
7103405,15.6541,9.2227,8.3964,94.1683,97.3373,93.167
4102501,9.9618,8.6269,4.6086,94.6088,94.45,95.8134
4086271,17.8701,15.4448,12.1151,91.0946,91.5392,94.5868
2000255,9.9945,8.1726,6.812,94.6667,96.3766,95.9598
2215049,10.933,8.4197,7.1302,93.4444,94.3767,93.0916
2232507,27.7263,10.5533,8.8704,91.5976,91.7253,92.8892
1504725,14.8108,11.6239,9.0636,98.2388,97.4328,90.4704
2015880,12.5814,9.1512,7.5167,93.1118,93.9374,90.7188
2011242,14.898,13.4188,12.6326,89.7536,90.9064,90.8206
2005149,13.7822,10.6743,8.9999,92.3866,93.047,91.2509
4026907,12.8177,9.2685,7.4865,94.1072,94.3884,93.3146
2231551,14.229,11.4649,6.4724,91.138,90.281,93.1122
2239306,10.3707,7.0855,5.6023,94.1516,95.4902,92.6968
4063902,12.0478,10.8559,10.0281,86.8865,87.5507,86.0341
4509162,15.1252,10.292,5.7873,91.7458,91.689,100.4115
4063772,17.0153,9.6522,6.094,92.3328,87.9677,88.6692
2235827,19.3375,15.0208,10.9922,92.3329,93.7938,92.208
4331106,16.9562,14.1196,11.9329,89.8457,94.2139,92.8237
4330445,19.2998,13.6383,11.7104,90.6236,93.6142,90.805
4063166,16.0315,10.1369,8.659,92.1483,92.4989,92.3515
4311626,25.2104,13.698,12.4691,93.0482,92.6421,90.7543
2216900,22.4275,7.4188,6.6869,94.3889,88.2165,83.997
4000452,8.4896,6.9207,5.5316,94.4928,93.9431,93.5761
7151569,17.7465,6.8955,6.5317,94.4105,94.6558,86.5924
1502248,11.9254,9.7248,8.8765,92.5592,92.9571,91.0796
2231510,22.7873,7.7005,4.6072,96.7022,84.4894,88.4494
4029895,19.1747,17.8189,7.6704,89.2152,89.3755,92.228
2005548,28.6165,9.7342,9.2993,90.9923,87.7177,83.9823
4066237,16.5041,8.9679,8.111,95.0971,91.1995,90.0397
7150423,15.5306,9.919,7.0736,93.636,91.4392,90.0247
1512028,23.1362,11.3738,5.153,90.3179,80.2747,92.8028
1517947,16.737,10.0143,5.9875,91.152,90.1879,99.8268
4025695,20.7617,15.2394,9.2229,91.7223,91.7683,94.6284
4029800,11.7006,9.1707,8.0301,92.3037,92.4402,91.928
4069927,11.8211,9.4328,8.2283,91.2986,91.268,90.1895
2218391,10.4535,7.8649,6.6973,94.5905,96.2521,93.55
2210186,16.6451,12.9473,8.5422,93.6026,91.5815,98.648
2240183,23.9742,11.9784,6.5472,93.1832,88.8578,91.6424
7226654,19.8303,11.207,8.4719,96.9399,94.1779,90.8707
2216585,12.5423,9.2808,6.0717,94.5018,94.5221,95.7512
4506803,11.6472,9.7179,6.5896,91.7473,91.7909,94.6565
2012735,15.633,13.4209,10.5993,94.8037,97.2849,91.6174
2212050,13.0003,11.0249,7.1876,93.6063,90.6205,90.6146
2234959,13.4418,10.1736,7.6028,93.1062,91.6798,90.3965
2017222,13.4289,9.7711,7.2995,93.2942,93.5003,91.8196
7210566,12.7574,9.55,8.0279,92.5897,93.4905,90.2258
2234662,11.6984,9.7073,7.4258,91.051,92.1865,90.6505
2206178,14.8761,8.4745,7.0567,93.4277,92.8097,91.1294
2236827,15.6237,13.9612,8.2974,92.4095,92.7791,94.4959
4338088,13.2186,11.5149,6.7602,93.5417,90.5875,90.6654
2227639,14.6486,11.2361,8.9146,97.7665,96.6699,90.452
4306994,13.46,9.9996,8.0706,94.6152,93.9702,93.377
4506259,21.376,14.9016,11.9116,92.995,94.2025,91.692
4501452,13.4769,8.2604,7.4618,92.6191,92.5196,88.2578
4338945,14.327,12.4922,9.759,98.154,99.1609,97.6583
2211755,12.7359,11.1244,6.3771,94.6139,90.8736,91.4035
8101926,11.6749,10.8219,10.1916,95.2058,90.7575,96.3988
1505357,16.5879,14.1214,8.9701,93.5231,94.7666,91.832
2015900,19.8118,7.6358,7.052,93.1972,92.0191,87.3801
4116177,24.6056,12.838,8.4095,93.9361,91.4554,93.6414
4064095,19.0408,15.3261,12.2829,91.6245,93.6847,89.3541
2219539,13.1462,11.0114,5.1815,88.9788,88.2252,91.845
2221663,11.4106,9.7845,4.9012,94.0493,94.5824,96.1955
2204845,12.1759,8.8812,7.1181,92.6322,93.3308,90.49
4304479,16.7483,11.8441,10.5056,91.9436,93.4332,92.7486
4068606,18.788,9.7424,8.5818,96.5823,94.6002,90.5407
4028396,16.6635,8.876,6.0749,91.71,89.7693,88.4957
4061540,15.7777,13.4995,10.1978,97.3098,98.2425,89.8352
4070509,17.681,11.389,9.4694,98.5841,95.3179,91.3651
2014262,21.5617,8.9052,8.0912,92.83,92.7301,87.9496
4025397,16.4633,8.1419,6.1077,93.98,92.7438,92.287
2213221,9.9757,8.1244,7.2525,94.1732,95.6617,93.2681
7012055,10.1038,8.5984,6.1938,95.4647,95.746,97.474
4502879,12.5578,11.7949,11.8095,85.2831,85.1162,84.9951
4112186,22.2841,12.4597,11.6528,91.5528,92.9256,89.641
2217778,12.6247,11.3205,10.3205,92.1227,92.2362,91.8509
2232373,16.0341,10.8758,5.7046,91.6641,90.6332,90.8577
4105891,15.3947,11.4341,9.9054,91.5863,93.5605,93.394
1519112,15.1353,12.2252,9.2025,100.2314,98.367,88.776
4025203,9.0085,7.6676,6.6665,94.6834,93.7378,92.9924
2011944,11.7476,8.5641,7.5085,92.9855,93.2552,90.9503
4085533,16.2702,13.3937,10.101,92.5242,94.8789,94.148
4120504,14.4373,13.6377,4.3429,81.1034,82.7977,86.4608
4076769,15.2884,13.4985,12.3764,92.8051,93.2642,92.8132
2012653,12.8878,11.2012,6.1007,90.7517,89.3342,92.9403
2215306,11.1467,9.5547,6.1224,95.3904,94.8034,97.7822
4076897,22.6529,19.7138,9.1057,92.3704,90.1185,92.1128
2214103,14.2078,11.4763,4.5826,84.0945,86.185,89.7657
4345033,25.1054,15.1516,12.3252,91.7187,92.2143,93.7577
4026967,19.2531,10.9302,9.4948,93.3007,94.9204,91.0695
2227572,23.8445,6.8251,4.8035,96.2717,84.7115,90.9748
2236000,10.3788,8.7286,6.1475,95.9928,96.6992,96.2954
2234003,12.8024,9.724,5.4206,91.0816,91.0837,94.0645
4021213,13.704,9.6972,7.3018,93.9099,94.0161,93.0221
7151313,16.4389,9.136,7.9532,93.9382,90.9327,90.5235
4343425,18.2394,16.0353,9.3791,92.8898,92.6266,92.0552
7108260,13.1104,8.5563,6.4149,94.915,93.8659,90.805
2011376,12.3412,9.0414,6.3187,92.6672,93.3385,90.3911
1504778,17.5194,15.0098,13.7596,90.4478,91.9346,90.4029
4022011,19.0694,17.3317,6.1714,91.5064,92.3704,90.7798
2202599,29.0115,14.9765,8.0185,93.6564,88.3907,92.7416
2012718,14.5739,12.5763,9.8293,91.0467,93.606,92.0792
4333233,10.7629,8.4889,6.2457,94.1674,95.8587,93.8417
1503532,12.4668,10.8139,8.0475,92.3374,91.6108,96.6354
4071778,10.8518,10.157,8.7669,93.0986,92.4652,90.881
1542792,12.2349,10.4988,9.7529,91.3666,92.2697,89.5514
7112235,13.2133,9.2185,7.981,92.7243,93.169,90.6258
7151210,13.0605,8.7611,7.8568,92.9795,92.61,89.9576
2232598,27.2519,9.9198,8.5517,92.7443,92.032,89.7309
4060868,19.8187,17.1107,11.4595,92.953,93.0942,90.978
4060243,10.8152,9.3577,7.2347,92.7326,92.9286,93.3648
4117500,24.3576,9.8182,8.5172,92.885,89.8162,91.7882
1506307,15.9089,13.407,12.3133,92.191,94.4981,89.9892
4063930,13.8236,10.9284,8.584,91.0859,92.7087,91.7651
4060505,16.1521,13.1803,12.0152,91.0163,92.6921,92.104
4064561,15.698,12.6002,10.1517,92.8544,97.0665,91.7423
4318240,17.6499,15.3201,10.1358,94.7185,96.3366,90.9007
4071636,16.6315,9.1849,8.2119,94.5609,91.8018,90.7476
4319116,24.1864,14.1024,9.3668,93.9327,93.7541,93.0532
4023987,10.6707,8.8936,8.048,96.4149,99.149,96.7725
4072089,14.1949,11.8508,10.5393,93.8572,95.2616,91.6825
1506104,23.2238,14.4748,7.2925,91.1997,89.6814,92.6277
4313858,12.9445,9.5118,7.5517,92.9542,92.645,90.8
4500405,17.9866,8.0401,7.4531,93.5398,92.4373,90.332
4315046,12.1719,10.6702,7.8774,92.4749,90.2493,92.9356
4074643,12.643,9.4927,7.1336,93.1642,93.3292,92.893
4329258,20.9994,14.7089,10.7864,93.2711,92.6333,94.9472
7208869,18.0216,16.6895,13.917,89.8327,91.4958,90.6183
7210354,11.2664,10.2499,7.8951,91.7782,90.8268,91.873
1511896,20.1217,6.9784,5.928,97.1073,91.4231,86.3585
2215588,10.8713,9.523,6.8177,92.658,92.372,94.2998
4502911,16.6512,14.8607,13.5511,95.0616,94.3125,93.7394
4028903,18.9765,11.2658,8.9928,92.4653,94.624,90.6098
2001531,27.6823,11.2915,9.4352,92.2847,92.3587,91.8832
4069534,13.2394,9.9948,8.3278,94.3322,94.5701,92.819
1526067,11.9758,10.4587,7.7559,91.9273,90.1878,91.6552
2013056,10.1233,8.6178,6.9627,92.2492,95.2132,91.0931
2203312,18.1116,10.1042,8.8692,93.7909,95.5493,91.327
2238741,12.824,7.989,6.3446,92.4835,91.3801,87.4568
4021280,13.9644,12.7452,7.8186,92.8989,90.472,96.2423
7200461,13.989,9.0369,7.525,92.6035,92.9263,91.5837
4078947,15.7708,14.3475,10.048,90.5073,90.919,100.8144
2215369,18.73,16.473,9.7414,91.6721,92.8723,93.2575
2006116,8.7629,7.5469,7.0794,97.2815,97.3212,98.4245
4507885,16.6755,10.8087,9.244,93.7336,93.4568,94.1824
4101344,17.4005,14.2645,10.8093,98.3244,98.6471,88.3718
4302994,22.467,13.8712,11.1954,93.9014,94.9592,90.468
4079177,9.9861,9.8138,9.7085,89.7667,88.8573,93.0264
4324123,12.8093,9.4818,7.3291,92.5582,91.6069,90.7193
2232316,24.0586,6.7316,5.8972,91.6916,89.7651,82.3379
1503551,14.2052,11.0749,8.1618,93.4903,92.363,91.1798
2300304,12.4831,9.5416,5.3072,93.5929,92.3022,93.3204
2210245,14.4159,10.5711,8.928,93.0348,92.3718,91.515
4103123,14.1573,11.8754,10.1346,96.4387,96.56,90.3345
1101189,17.0,15.2047,9.4062,90.8482,92.3728,99.5806
2236341,13.5557,8.1884,6.8896,94.9456,91.4107,88.0658
2205997,21.8908,13.3184,7.0963,93.0375,92.4468,91.738
4083492,16.5061,14.6141,10.3219,90.7191,92.8736,97.0197
2239729,17.1576,14.9245,9.7599,90.4455,89.9166,106.9672
4318513,15.1265,13.8679,12.8788,93.5021,92.903,91.9306
4100973,15.1727,12.8671,7.9006,95.332,93.8225,91.0452
1512787,19.945,7.8099,7.2646,93.2497,91.3561,88.2052
4302546,20.9695,18.6679,11.0864,92.5109,91.3624,90.9302
1544146,17.0679,15.6518,9.0904,90.5075,90.9279,102.4539
8101121,10.3439,8.6473,5.9729,94.722,95.9226,97.1189
2012320,10.6443,9.6275,7.5005,93.6993,95.014,94.7126
2016406,14.879,12.0606,9.5933,94.7682,97.2745,92.9505
4083137,16.6299,10.2644,8.5351,92.5665,93.2029,90.341
4079066,23.8498,9.6052,7.2782,96.7919,87.4958,86.3234
2209011,17.1006,14.9798,14.3383,91.5715,93.8963,90.6789
2011935,9.9782,8.4134,4.4987,93.9079,95.3347,94.9058
4312475,20.4864,10.2859,7.4928,96.4714,90.6703,90.0635
2221760,16.5038,9.6244,8.1443,92.3761,94.0182,90.8204
2007976,18.6676,8.203,6.3583,95.2575,90.5798,89.7001
4504302,27.2837,8.8609,8.4377,92.594,91.4163,88.9446
4107735,14.569,12.2431,11.4875,91.6027,92.1345,92.3434
4344225,16.8177,15.0169,13.8028,90.9229,91.1106,89.5174
4064628,17.8808,14.6899,12.1021,94.0647,96.3328,89.0801
2218252,11.0515,9.0895,6.9425,93.5252,93.43,93.7877
2212305,26.4426,16.8303,9.4581,92.2734,88.572,95.1551
4506726,10.0495,7.6519,4.2297,95.5222,95.862,95.5767
4316576,22.2156,13.8859,11.5752,93.601,94.0857,90.3632
4066739,15.9496,13.3878,11.0892,89.6612,92.5257,96.0136
2231315,11.8491,8.2705,6.6698,93.2428,93.7319,93.2059
4060018,22.8257,16.0548,8.5171,91.1736,89.4933,94.5104
4308294,21.6065,11.9772,11.782,95.5887,94.7723,90.0206
2103786,12.6942,10.2532,8.6271,92.4793,92.6391,89.907
4078452,26.6654,17.4421,10.3193,96.4666,89.9711,91.9981
7151806,10.433,8.7623,6.9079,93.8718,94.2713,93.3739
2203437,16.3538,11.1982,7.3651,94.3721,93.6598,98.5448
4309514,17.2591,16.4647,12.6122,92.4014,90.7583,89.6256
4111754,12.4337,11.9875,11.5702,103.9203,99.2727,97.2761
2205675,19.8611,12.1341,7.8385,93.7684,93.4586,92.1351
4313609,14.0915,11.5138,8.2637,95.1775,93.7192,91.1582
2204127,21.2042,12.364,9.4161,92.8436,94.2319,91.0362
4024743,22.1809,12.8308,10.1643,92.6927,92.5259,92.1157
4028339,19.4183,14.1442,10.5798,92.3433,92.2397,94.4217
2003519,11.4325,9.4347,7.592,94.3066,95.8749,95.7172
4022578,13.57,8.0194,6.8971,93.3907,91.899,88.495
2203805,21.3169,7.4527,5.2073,97.4308,90.1663,90.6515
1512296,9.9437,8.5116,7.0444,93.9432,94.8456,92.7751
2015391,16.5342,11.8283,9.656,91.8244,92.8191,92.3632
4077933,12.1045,11.1674,10.2963,88.8297,88.2045,87.6156
